srid,recommendation,keywords,hazmat,most_wanted,priority,priority_number,nprm,is_reiterated,times_reiterated,rec_letter_url
R-23-001,TO THE FEDERAL RAILROAD ADMINISTRATION: Require a limit for maximum acceptable rail wear.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-23-001-006.pdf
R-23-002,"TO THE FEDERAL RAILROAD ADMINISTRATION: Establish interoperability requirements among railroads to implement a process in which a predetermined critical alert from a vehicle/track interaction system would require an immediate slow order that remains in place until a walking inspection is performed and, if needed, subsequent repairs are completed.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-23-001-006.pdf
R-23-005,TO THE BNSF RAILWAY: Conduct additional comprehensive geotechnical evaluations throughout the derailment curve fill area to determine the cause of the subgrade instability.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-23-001-006.pdf
R-23-004,"TO ALL CLASS I AND INTERCITY RAILROADS OPERATING ON MAIN TRACKS, INCLUDING AMTRAK AND THE ALASKA RAILROAD: Equip all trains with an autonomous monitoring system, such as vehicle/track interaction, to detect track geometry defects.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-23-001-006.pdf
R-22-008,"TO THE CLASS I RAILROADS AND AMTRAK: Revise your criteria for train operations to provide dynamic weather alerts that take into account current, persistent, and past weather conditions to improve location-based adverse weather alerts.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-008-010.pdf
R-22-010,"TO THE AMERICAN PUBLIC TRANSPORTATION ASSOCIATION AND THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION: Inform your members of the circumstances of this derailment and encourage them to revise as necessary their criteria for train operations to provide dynamic weather alerts that take into account current, persistent, and past weather conditions to improve location-based adverse weather alerts.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-008-010.pdf
R-22-009,"TO THE CLASS I RAILROADS AND AMTRAK: Once the weather alert criteria are revised based on Safety Recommendation R-22-8, ensure that railroad operational and engineering personnel are aware of the revision and that they adopt any changes in practices or protocols it may require.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-008-010.pdf
R-22-006,TO THE SACRAMENTO REGIONAL TRANSIT DISTRICT: Conduct a formal risk assessment of high-speed testing on the mainline track then revise testing schedules and communication requirements to ensure that necessary controls are in place to mitigate the identified risks.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-003-007.pdf
R-22-007,"TO THE SACRAMENTO REGIONAL TRANSIT DISTRICT: Install a transmission-based train control system, which includes bi-directional collision avoidance, on all passenger train routes.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-003-007.pdf
R-22-004,TO THE SACRAMENTO REGIONAL TRANSIT DISTRICT: Ensure that an employee’s performance is monitored and evaluated while on a performance improvement plan for the intended duration of the plan or until the employee has demonstrated competency in the position they occupy.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-003-007.pdf
R-22-005,TO THE SACRAMENTO REGIONAL TRANSIT DISTRICT: Identify factors that may deter train operators from following the rule to report delays to Metro Control from all time points and develop training or testing and/or modify the reporting process to ensure compliance.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-003-007.pdf
R-22-003,TO THE CALIFORNIA PUBLIC UTILITIES COMMISSION: Revise your instruction to Sacramento Regional Transit District to require that Sacramento Regional Transit conduct a formal risk assessment of high-speed testing on mainline track and implement controls to mitigate identified risks.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-003-007.pdf
R-22-002,TO NORFOLK SOUTHERN: Revise the Baltimore Consolidated Terminal training and testing program to emphasize the close-clearance restriction locations and location-specific hazards.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-001-002.pdf
R-22-001,"TO NORFOLK SOUTHERN: Review and revise the terminal instructions in the Harrisburg Division Timetable Number 1 that govern the close-clearance restriction locations within the Baltimore Consolidated Terminal, and ensure the instructions contain consistent language related to close-clearance locations.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-22-001-002.pdf
R-21-004,"TO AMTRAK (NATIONAL RAILROAD PASSENGER CORPORATION): Modify your site-specific safety work plan to require all work zone hazards for roadway workers and watchmen be identified and mitigated, including hazards associated with multiple track work zones.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-21-003-005.pdf
R-21-005,TO AMTRAK (NATIONAL RAILROAD PASSENGER CORPORATION) AND CLASS I RAILROADS: Eliminate the use of train approach warning protection in controlled track territory during planned maintenance and inspection activities.,NA,FALSE,TRUE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-21-003-005.pdf
R-21-003,TO THE FEDERAL RAILROAD ADMINISTRATION: Modify Title 49 Code of Federal Regulations Part 214 to prohibit the use of train approach warning in controlled track territory during planned maintenance and inspection activities.,NA,FALSE,TRUE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-21-003-005.pdf
R-21-001,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require all railroads to establish working limits that prevent trains or other on-track machinery from entering zones where employees, including those who work on or from maintenance-of-way equipment or on trains engaged in maintenance-of-way tasks, are working.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,NA
R-21-002,TO THE FEDERAL RAILROAD ADMINISTRATION: Require all railroads to revise training and increase oversight to ensure that operating crews properly use restricted speeds.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,NA
R-20-031,"TO THE ASSOCIATION OF AMERICAN RAILROADS: Revise your Manual of Standards and Recommended Practices, Locomotive Electronics and Train Consist System Architecture, Standard S-9152.v2.2, Paragraph 3.8.8 to develop a communication protocol that will continue to transmit an emergency air brake command to the end-of-train device until a confirmation message or a decrease in brake pipe pressure message is received by the head-of-train device.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-028-031.pdf
R-20-028,TO THE FEDERAL RAILROAD ADMINISTRATION: Revise Title 49 Code of Federal Regulations Part 232 to require more frequent communication checks between a head-of-train device and an end-of-train device.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-028-031.pdf
R-20-030,TO THE ASSOCIATION OF AMERICAN RAILROADS AND THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION: Alert your member carriers to (1) conduct analysis of radio frequency propagation in grade territories over which they operate to identify areas where head-of-train device and end-of-train device communication may be lost and (2) make remediations to provide continuous head-of-train device and end-of-train device communication.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-028-031.pdf
R-20-029,TO THE FEDERAL RAILROAD ADMINISTRATION: Require that the emergency brake signal transmission is repeated until received by the end-of-train device.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-028-031.pdf
R-20-027,"TO THE ASSOCIATION OF AMERICAN RAILROADS, THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION, AND THE RENEWABLE FUELS ASSOCIATION: Develop and adopt guidelines and recommended practices for the systematic placement of the most vulnerable tank cars in high hazard flammable trains, such as unmodified US Department of Transportation-111 tank cars, in positions of trains where they are least likely to derail or to sustain mechanical damage from the effects of trailing tonnage or collision in an accident.",Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-027.pdf
R-20-022,CSX TRANSPORTATION: Revise your rules for building train consists to require that large blocks of empty cars be placed toward the end of the consist.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-021-026.pdf
R-20-025,TO THE ASSOCIATION OF AMERICAN RAILROADS: Work with member railroads to develop guidance material and best practices for the development and implementation of their risk reduction programs.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-021-026.pdf
R-20-023,TO CSX TRANSPORTATION: Prohibit the use of hand brakes on empty rail cars for controlling train movement in grade territory.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-021-026.pdf
R-20-026,"TO THE SECURITY AND EMERGENCY RESPONSE TRAINING CENTER: Incorporate lessons learned from the Hyndman, Pennsylvania, accident about the hidden hazards caused by fire-exposed jacketed pressure tank cars in first responder hazardous materials technician and tank car specialist training programs.",Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-021-026.pdf
R-20-024,TO CSX TRANSPORTATION: Incorporate lessons learned about the hazards caused by fire-exposed jacketed pressure tank cars in first responder hazardous materials training and outreach programs.,Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-021-026.pdf
R-20-021,TO THE FEDERAL RAILROAD ADMINISTRATION: Develop and issue guidance for railroads to use in developing the risk reduction programs required to be submitted for approval by the Federal Railroad Administration.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-021-026.pdf
R-20-018,TO THE FEDERAL RAILROAD ADMINISTRATION: Review the software changes being developed by the Interoperable Train Control Application Committee regarding positive train control restricted mode and amend Title 49 Code of Federal Regulations Part 236 to require railroads to revise their positive train control systems (PTC) to implement engineering controls that will automatically limit the use of restricted mode on main tracks. (Superseded by Safety Recommendation R-23-10),NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-015-020.pdf
R-20-017,"TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: If necessary, apply any lessons learned to broadly implement enhancements to railroad drug- and alcohol-testing protocols to prevent a similar scenario from occurring at other railroads.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-015-020.pdf
R-20-016,"TO UNITED STATES DEPARTMENT OF TRANSPORTATION: Upon completion of this examination, make any needed recommendations to CSX Transportation in its implementation of its drug- and alcohol-testing program, as well as the Federal Railroad Administration in its auditing of CSX Transportation.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-015-020.pdf
R-20-019,"TO THE ASSOCIATION OF AMERICAN RAILROADS, THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION, THE NATIONAL RAILROAD PASSENGER CORPORATION, THE ALASKA RAILROAD CORPORATION, AND THE AMERICAN PUBLIC TRANSPORTATION ASSOCIATION: Inform your members of circumstances of this collision and request they undertake a review of their training and managerial oversight programs as they relate to restricted speed operations on territories that operate positive train control systems (PTC) in restricted mode to identify opportunities for training improvement and to implement appropriate mitigating actions.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-015-020.pdf
R-20-020,"CSX TRANSPORTATION: Review and revise your training program to ensure employees are properly qualified on positive train control (PTC), including restricted mode.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-015-020.pdf
R-20-015,TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: Request that the US Department of Transportation Inspector General conduct an audit of CSX Transportation’s drug- and alcohol-testing program to determine the circumstances that allowed a regulated employee to operate for an extended time period without being subjected to random drug testing.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-015-020.pdf
R-20-011,TO THE FEDERAL RAILROAD ADMINISTRATION: Require new roadway maintenance machines to be equipped with operator presence controls to prevent unintended movement and protect workers on and around the machines.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-011-014.pdf
R-20-012,TO CSX TRANSPORTATION: Include operator presence controls as a mandatory safety feature for all newly purchased or manufactured self-propelled roadway maintenance machines.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-20-011-014.pdf
